,subject,story,trial,Seen,ResponseType,Informativity,Chosen
1190,ADZHJZ078THWQ,brother,low,1,MO,low,0
1191,ADZHJZ078THWQ,operative,high,1,MO,low,0
1192,ADZHJZ078THWQ,firefighter,high,1,MO,low,1
1193,ADZHJZ078THWQ,terrorism,high,1,MO,low,0
1194,A1TA2I82B8DJSA,la,low,1,MO,low,0
1195,A1TA2I82B8DJSA,fbi,high,1,MO,low,1
1196,A1TA2I82B8DJSA,coffee,low,1,MO,low,0
1197,A1TA2I82B8DJSA,operative,high,1,MO,low,0
1198,A1TA2I82B8DJSA,inspector,high,1,MO,low,0
1199,A1TA2I82B8DJSA,yoga,low,1,MO,low,1
1200,A1TA2I82B8DJSA,brother,low,1,MO,low,0
1201,A1WOV2JIV5I9VE,la,low,1,MO,low,0
1202,A1WOV2JIV5I9VE,fbi,high,1,MO,low,0
1203,A1WOV2JIV5I9VE,pic,low,1,MO,low,0
1204,A1WOV2JIV5I9VE,terrorism,high,1,MO,low,0
1205,A1WOV2JIV5I9VE,coffee,low,1,MO,low,0
1206,A1WOV2JIV5I9VE,inspector,high,1,MO,low,0
1207,A1WOV2JIV5I9VE,yoga,low,1,MO,low,0
1208,A1WOV2JIV5I9VE,firefighter,high,1,MO,low,0
1209,A1P0XSCJ9XAV74,brother,low,1,MO,low,0
1210,A1P0XSCJ9XAV74,firefighter,high,1,MO,low,0
1211,A1P0XSCJ9XAV74,inspector,high,1,MO,low,0
1212,A1RZR5XTNOFBDE,inspector,high,1,MO,low,0
1213,A1RZR5XTNOFBDE,fbi,high,1,MO,low,0
1214,A1RZR5XTNOFBDE,yoga,low,1,MO,low,0
1215,A1RZR5XTNOFBDE,terrorism,high,1,MO,low,0
1216,A1RZR5XTNOFBDE,coffee,low,1,MO,low,0
1217,A1RZR5XTNOFBDE,firefighter,high,1,MO,low,0
1218,A1RZR5XTNOFBDE,la,low,1,MO,low,0
1219,A1RZR5XTNOFBDE,pic,low,1,MO,low,0
1220,A3OV174HQJIJK8,operative,high,1,MO,low,0
1221,A3OV174HQJIJK8,pic,low,1,MO,low,0
1222,A3OV174HQJIJK8,inspector,high,1,MO,low,0
1223,AS1QMPXIT1EGX,terrorism,high,1,MO,low,0
1224,AS1QMPXIT1EGX,la,low,1,MO,low,0
1225,AS1QMPXIT1EGX,pic,low,1,MO,low,0
1226,AS1QMPXIT1EGX,yoga,low,1,MO,low,0
1227,AS1QMPXIT1EGX,inspector,high,1,MO,low,0
1228,A17PAE30BGBO1T,yoga,low,1,MO,low,0
1229,A17PAE30BGBO1T,coffee,low,1,MO,low,0
1230,A17PAE30BGBO1T,inspector,high,1,MO,low,0
1231,A17PAE30BGBO1T,pic,low,1,MO,low,0
1232,A17PAE30BGBO1T,operative,high,1,MO,low,0
1233,A17PAE30BGBO1T,la,low,1,MO,low,0
1234,A17PAE30BGBO1T,terrorism,high,1,MO,low,0
1235,A2EPBSY0VPI38S,brother,low,1,MO,low,1
1236,A2EPBSY0VPI38S,fbi,high,1,MO,low,1
1237,A2EPBSY0VPI38S,la,low,1,MO,low,1
1238,A2EPBSY0VPI38S,inspector,high,1,MO,low,1
1239,A2EPBSY0VPI38S,pic,low,1,MO,low,0
1240,A2GN5L03ZQEOZF,yoga,low,1,MO,low,0
1241,A2GN5L03ZQEOZF,firefighter,high,1,MO,low,1
1242,A2GN5L03ZQEOZF,brother,low,1,MO,low,1
1243,A2GN5L03ZQEOZF,operative,high,1,MO,low,0
1244,A2GN5L03ZQEOZF,pic,low,1,MO,low,0
1245,A2GN5L03ZQEOZF,inspector,high,1,MO,low,1
1246,A2GN5L03ZQEOZF,la,low,1,MO,low,1
1247,A2GN5L03ZQEOZF,terrorism,high,1,MO,low,0
1248,A2GN5L03ZQEOZF,coffee,low,1,MO,low,0
1249,A2EUXA84IMO859,coffee,low,1,MO,low,0
1250,A2EUXA84IMO859,fbi,high,1,MO,low,0
1251,A2EUXA84IMO859,la,low,1,MO,low,0
1252,A2EUXA84IMO859,operative,high,1,MO,low,0
1253,A2EUXA84IMO859,yoga,low,1,MO,low,1
1254,A2EUXA84IMO859,inspector,high,1,MO,low,1
1255,A3DB11T127QKJF,fbi,high,1,MO,low,1
1256,A3DB11T127QKJF,yoga,low,1,MO,low,1
1257,A3DB11T127QKJF,operative,high,1,MO,low,1
1258,A3DB11T127QKJF,inspector,high,1,MO,low,1
1259,A3DB11T127QKJF,pic,low,1,MO,low,1
1260,A3DB11T127QKJF,la,low,1,MO,low,1
1261,A187VXD4ETY6M2,yoga,low,1,MO,low,0
1262,A187VXD4ETY6M2,firefighter,high,1,MO,low,0
1263,A187VXD4ETY6M2,pic,low,1,MO,low,0
1264,A187VXD4ETY6M2,operative,high,1,MO,low,0
1265,A187VXD4ETY6M2,la,low,1,MO,low,0
1266,A187VXD4ETY6M2,inspector,high,1,MO,low,0
1267,A187VXD4ETY6M2,fbi,high,1,MO,low,0
1268,A1USR9JCAMDGM3,yoga,low,1,MO,low,0
1269,A1USR9JCAMDGM3,coffee,low,1,MO,low,0
1270,A1IS0218RVG60K,pic,low,1,MO,low,0
1271,A1IS0218RVG60K,coffee,low,1,MO,low,0
1272,A1IS0218RVG60K,operative,high,1,MO,low,0
1273,A1IS0218RVG60K,inspector,high,1,MO,low,1
1274,A1IS0218RVG60K,la,low,1,MO,low,1
1275,A1IS0218RVG60K,terrorism,high,1,MO,low,0
1276,A39DNHD26OMN4Q,terrorism,high,1,MO,low,0
1277,A39DNHD26OMN4Q,yoga,low,1,MO,low,0
1278,A39DNHD26OMN4Q,fbi,high,1,MO,low,1
1279,A39DNHD26OMN4Q,pic,low,1,MO,low,1
1280,A39DNHD26OMN4Q,inspector,high,1,MO,low,0
1281,A39DNHD26OMN4Q,firefighter,high,1,MO,low,0
1282,A39DNHD26OMN4Q,brother,low,1,MO,low,1
1283,A39DNHD26OMN4Q,operative,high,1,MO,low,0
1284,A39DNHD26OMN4Q,la,low,1,MO,low,0
1285,A1V9G7V6ZYACIR,terrorism,high,1,MO,low,0
1286,A1V9G7V6ZYACIR,brother,low,1,MO,low,1
1287,A1V9G7V6ZYACIR,inspector,high,1,MO,low,1
1288,A1V9G7V6ZYACIR,pic,low,1,MO,low,0
1289,A1V9G7V6ZYACIR,operative,high,1,MO,low,0
1290,A1V9G7V6ZYACIR,fbi,high,1,MO,low,0
1291,A1V9G7V6ZYACIR,la,low,1,MO,low,1
1292,A1V9G7V6ZYACIR,firefighter,high,1,MO,low,1
1293,AM2KK02JXXW48,firefighter,high,1,MO,low,1
1294,AM2KK02JXXW48,inspector,high,1,MO,low,1
1295,AM2KK02JXXW48,terrorism,high,1,MO,low,1
1296,AM2KK02JXXW48,yoga,low,1,MO,low,1
1297,A3L2UB07EZJAMD,la,low,1,MO,low,0
1298,A3L2UB07EZJAMD,fbi,high,1,MO,low,0
1299,A28SYXQL3YOKVL,la,low,1,MO,low,1
1300,A28SYXQL3YOKVL,coffee,low,1,MO,low,1
1301,A28SYXQL3YOKVL,firefighter,high,1,MO,low,1
1302,A28SYXQL3YOKVL,pic,low,1,MO,low,1
1303,A28SYXQL3YOKVL,operative,high,1,MO,low,1
1304,A1CY01G7686ORZ,firefighter,high,1,MO,low,0
1305,A1CY01G7686ORZ,coffee,low,1,MO,low,0
1306,A1CY01G7686ORZ,fbi,high,1,MO,low,0
1307,A1CY01G7686ORZ,la,low,1,MO,low,0
1308,A2QKM3JUFWBSMO,inspector,high,1,MO,low,0
1309,A2QKM3JUFWBSMO,coffee,low,1,MO,low,0
1310,A2QKM3JUFWBSMO,pic,low,1,MO,low,0
1311,A2QKM3JUFWBSMO,operative,high,1,MO,low,0
1312,A2QKM3JUFWBSMO,brother,low,1,MO,low,0
1313,A2QKM3JUFWBSMO,terrorism,high,1,MO,low,0
1314,A2QKM3JUFWBSMO,la,low,1,MO,low,0
1315,A7SXWHGK8B40R,firefighter,high,1,MO,low,0
1316,A7SXWHGK8B40R,terrorism,high,1,MO,low,0
1317,A7SXWHGK8B40R,inspector,high,1,MO,low,0
1318,A7SXWHGK8B40R,coffee,low,1,MO,low,0
1319,A7SXWHGK8B40R,pic,low,1,MO,low,0
1320,A230GPTWWF3SE7,pic,low,1,MO,low,0
1321,A230GPTWWF3SE7,yoga,low,1,MO,low,0
1322,A230GPTWWF3SE7,operative,high,1,MO,low,1
1323,A230GPTWWF3SE7,coffee,low,1,MO,low,0
1324,A230GPTWWF3SE7,terrorism,high,1,MO,low,0
1325,A2RMJNF6IPI42F,brother,low,1,MO,low,0
1326,A2RMJNF6IPI42F,coffee,low,1,MO,low,0
1327,A2RMJNF6IPI42F,terrorism,high,1,MO,low,0
1328,A2RMJNF6IPI42F,operative,high,1,MO,low,0
1329,A2RMJNF6IPI42F,la,low,1,MO,low,0
1330,A2GTL8ODM5JYA2,inspector,high,1,MO,low,0
1331,A2GTL8ODM5JYA2,coffee,low,1,MO,low,0
1332,A2GTL8ODM5JYA2,brother,low,1,MO,low,0
1333,A2GTL8ODM5JYA2,yoga,low,1,MO,low,0
1334,A2GTL8ODM5JYA2,terrorism,high,1,MO,low,0
1335,A2GTL8ODM5JYA2,la,low,1,MO,low,0
1336,A2GTL8ODM5JYA2,fbi,high,1,MO,low,0
1337,A2GTL8ODM5JYA2,pic,low,1,MO,low,0
1338,A1GKD3NG1NNHRP,yoga,low,1,MO,low,0
1339,A1GKD3NG1NNHRP,brother,low,1,MO,low,0
1340,A1GKD3NG1NNHRP,fbi,high,1,MO,low,0
1341,A1GKD3NG1NNHRP,pic,low,1,MO,low,0
1342,A1GKD3NG1NNHRP,firefighter,high,1,MO,low,0
1343,A1GKD3NG1NNHRP,coffee,low,1,MO,low,1
1344,A1GKD3NG1NNHRP,inspector,high,1,MO,low,1
1345,A3JLE2LJ5I17E2,la,low,1,MO,low,0
1346,A3JLE2LJ5I17E2,inspector,high,1,MO,low,1
1347,A3JLE2LJ5I17E2,fbi,high,1,MO,low,0
1348,A3JLE2LJ5I17E2,yoga,low,1,MO,low,0
1349,A3JLE2LJ5I17E2,pic,low,1,MO,low,0
1350,A3JLE2LJ5I17E2,operative,high,1,MO,low,1
1351,A3JLE2LJ5I17E2,firefighter,high,1,MO,low,0
1352,A39A8K2UX0U05W,operative,high,1,MO,low,0
1353,A39A8K2UX0U05W,fbi,high,1,MO,low,0
1354,A39A8K2UX0U05W,inspector,high,1,MO,low,0
1355,AN098C29EGJ6,yoga,low,1,MO,low,0
1356,AN098C29EGJ6,firefighter,high,1,MO,low,1
1357,AN098C29EGJ6,la,low,1,MO,low,0
1358,AN098C29EGJ6,terrorism,high,1,MO,low,0
1359,AN098C29EGJ6,coffee,low,1,MO,low,0
1360,AN098C29EGJ6,operative,high,1,MO,low,0
1361,AN098C29EGJ6,pic,low,1,MO,low,0
1362,AN098C29EGJ6,inspector,high,1,MO,low,0
1363,A3OB6REG5CGHK1,coffee,low,1,MO,low,0
1364,A3OB6REG5CGHK1,firefighter,high,1,MO,low,0
1365,A3OB6REG5CGHK1,yoga,low,1,MO,low,0
1366,A3OB6REG5CGHK1,pic,low,1,MO,low,0
1367,A3OB6REG5CGHK1,operative,high,1,MO,low,0
1368,A3HTLXAPOBCVVO,operative,high,1,MO,low,0
1369,A3HTLXAPOBCVVO,coffee,low,1,MO,low,1
1370,A3HTLXAPOBCVVO,pic,low,1,MO,low,0
1371,A3HTLXAPOBCVVO,fbi,high,1,MO,low,0
1372,A3HTLXAPOBCVVO,inspector,high,1,MO,low,0
1373,A3HTLXAPOBCVVO,terrorism,high,1,MO,low,0
1374,A3HTLXAPOBCVVO,yoga,low,1,MO,low,0
1375,ABL3H3O3BI8ZD,coffee,low,1,MO,low,1
1376,ABL3H3O3BI8ZD,yoga,low,1,MO,low,1
1377,ABL3H3O3BI8ZD,la,low,1,MO,low,1
1378,ABL3H3O3BI8ZD,inspector,high,1,MO,low,1
1379,ABL3H3O3BI8ZD,brother,low,1,MO,low,1
1380,ABL3H3O3BI8ZD,firefighter,high,1,MO,low,1
1381,A3SHLGG66PJXEB,yoga,low,1,MO,low,1
1382,A3SHLGG66PJXEB,firefighter,high,1,MO,low,1
1383,A3SHLGG66PJXEB,brother,low,1,MO,low,1
1384,A3SHLGG66PJXEB,inspector,high,1,MO,low,1
1385,A3SHLGG66PJXEB,terrorism,high,1,MO,low,1
1386,A3SHLGG66PJXEB,coffee,low,1,MO,low,0
1387,A3SHLGG66PJXEB,fbi,high,1,MO,low,1
1388,A3SHLGG66PJXEB,pic,low,1,MO,low,1
1389,A3SHLGG66PJXEB,operative,high,1,MO,low,1
1390,A20MYUKGSXUKM7,operative,high,1,MO,low,1
1391,A20MYUKGSXUKM7,coffee,low,1,MO,low,1
1392,A20MYUKGSXUKM7,firefighter,high,1,MO,low,1
1393,A20MYUKGSXUKM7,yoga,low,1,MO,low,1
1394,A20MYUKGSXUKM7,inspector,high,1,MO,low,1
1395,A20MYUKGSXUKM7,la,low,1,MO,low,0
1396,A20MYUKGSXUKM7,brother,low,1,MO,low,1
1397,A20MYUKGSXUKM7,terrorism,high,1,MO,low,1
1398,A2OFN0A5CPLH57,brother,low,1,MO,low,1
1399,A2OFN0A5CPLH57,firefighter,high,1,MO,low,1
1400,A2OFN0A5CPLH57,pic,low,1,MO,low,1
1401,A2OFN0A5CPLH57,operative,high,1,MO,low,1
1402,A2OFN0A5CPLH57,fbi,high,1,MO,low,0
1403,A23A1WMFNPETYQ,brother,low,1,MO,low,0
1404,A23A1WMFNPETYQ,firefighter,high,1,MO,low,0
1405,A23A1WMFNPETYQ,operative,high,1,MO,low,0
1406,AR4XFM7G1W0VQ,brother,low,1,MO,low,1
1407,AR4XFM7G1W0VQ,pic,low,1,MO,low,1
1408,AR4XFM7G1W0VQ,inspector,high,1,MO,low,1
1409,A1QA5EWFMNKGTA,yoga,low,1,MO,low,0
1410,A1QA5EWFMNKGTA,operative,high,1,MO,low,0
1411,A1QA5EWFMNKGTA,la,low,1,MO,low,0
1412,A1QA5EWFMNKGTA,terrorism,high,1,MO,low,0
1413,A1QA5EWFMNKGTA,coffee,low,1,MO,low,1
1414,A1QA5EWFMNKGTA,pic,low,1,MO,low,0
1415,A1QA5EWFMNKGTA,inspector,high,1,MO,low,1
1416,A2F2DDH12YU4AK,terrorism,high,1,MO,low,0
1417,A2F2DDH12YU4AK,firefighter,high,1,MO,low,0
1418,A2F2DDH12YU4AK,brother,low,1,MO,low,0
1419,A2F2DDH12YU4AK,fbi,high,1,MO,low,0
1420,A2F2DDH12YU4AK,yoga,low,1,MO,low,0
1421,A20J7F7PKEZZV2,terrorism,high,1,MO,low,0
1422,A20J7F7PKEZZV2,coffee,low,1,MO,low,0
1423,A20J7F7PKEZZV2,inspector,high,1,MO,low,0
1424,A20J7F7PKEZZV2,fbi,high,1,MO,low,0
1425,A20J7F7PKEZZV2,brother,low,1,MO,low,0
1426,AONJLTBODD2WN,la,low,1,MO,low,1
1427,AONJLTBODD2WN,operative,high,1,MO,low,1
1428,AONJLTBODD2WN,coffee,low,1,MO,low,1
1429,AONJLTBODD2WN,terrorism,high,1,MO,low,1
1430,AONJLTBODD2WN,brother,low,1,MO,low,1
1431,AONJLTBODD2WN,firefighter,high,1,MO,low,1
1432,A1NLW5ZS2WQR35,la,low,1,MO,low,0
1433,A1NLW5ZS2WQR35,coffee,low,1,MO,low,0
1434,A1NLW5ZS2WQR35,fbi,high,1,MO,low,0
1435,A5BMKZRGHNSRT,terrorism,high,1,MO,low,0
1436,A5BMKZRGHNSRT,brother,low,1,MO,low,0
1437,A5BMKZRGHNSRT,operative,high,1,MO,low,0
1438,A5BMKZRGHNSRT,inspector,high,1,MO,low,0
1439,A5BMKZRGHNSRT,pic,low,1,MO,low,0
1440,A5BMKZRGHNSRT,fbi,high,1,MO,low,0
1441,AOKTAHY4F4J2B,operative,high,1,MO,low,1
1442,AOKTAHY4F4J2B,firefighter,high,1,MO,low,1
1443,AOKTAHY4F4J2B,yoga,low,1,MO,low,0
1444,AOKTAHY4F4J2B,la,low,1,MO,low,0
1445,AOKTAHY4F4J2B,fbi,high,1,MO,low,0
1446,AOKTAHY4F4J2B,inspector,high,1,MO,low,1
1447,AOKTAHY4F4J2B,coffee,low,1,MO,low,0
1448,A2CF2BD4Q0ZDJN,yoga,low,1,MO,low,0
1449,A2CF2BD4Q0ZDJN,operative,high,1,MO,low,0
1450,A2CF2BD4Q0ZDJN,coffee,low,1,MO,low,0
1451,A2CF2BD4Q0ZDJN,terrorism,high,1,MO,low,0
1452,A2CF2BD4Q0ZDJN,la,low,1,MO,low,0
1453,A2CF2BD4Q0ZDJN,firefighter,high,1,MO,low,0
1454,A2CF2BD4Q0ZDJN,fbi,high,1,MO,low,0
1455,A2CF2BD4Q0ZDJN,inspector,high,1,MO,low,0
1456,A3VTOW7WLPTBRR,yoga,low,1,MO,low,1
1457,A3VTOW7WLPTBRR,inspector,high,1,MO,low,1
1458,A3VTOW7WLPTBRR,coffee,low,1,MO,low,0
1459,A3VTOW7WLPTBRR,terrorism,high,1,MO,low,1
1460,A3VTOW7WLPTBRR,pic,low,1,MO,low,0
1461,A3D2J8FHILXS90,la,low,1,MO,low,0
1462,A3D2J8FHILXS90,firefighter,high,1,MO,low,0
1463,A3D2J8FHILXS90,inspector,high,1,MO,low,0
1464,A3D2J8FHILXS90,pic,low,1,MO,low,0
1465,A3D2J8FHILXS90,terrorism,high,1,MO,low,0
1466,A3D2J8FHILXS90,coffee,low,1,MO,low,0
1467,A3D2J8FHILXS90,fbi,high,1,MO,low,1
1468,A1T3ROSW2LC4FG,brother,low,1,MO,low,1
1469,A1T3ROSW2LC4FG,terrorism,high,1,MO,low,0
1470,A1T3ROSW2LC4FG,yoga,low,1,MO,low,1
1471,A1T3ROSW2LC4FG,coffee,low,1,MO,low,1
1472,A1T3ROSW2LC4FG,operative,high,1,MO,low,0
1473,A1T3ROSW2LC4FG,firefighter,high,1,MO,low,0
1474,A256FHXGSY0E5D,operative,high,1,MO,low,0
1475,A256FHXGSY0E5D,fbi,high,1,MO,low,0
1476,A256FHXGSY0E5D,firefighter,high,1,MO,low,0
1477,A256FHXGSY0E5D,coffee,low,1,MO,low,0
1478,A256FHXGSY0E5D,inspector,high,1,MO,low,0
1479,A256FHXGSY0E5D,la,low,1,MO,low,0
1480,A256FHXGSY0E5D,terrorism,high,1,MO,low,0
1481,A2YBZFSUD5OP7W,inspector,high,1,MO,low,0
1482,A2YBZFSUD5OP7W,fbi,high,1,MO,low,0
1483,A2YBZFSUD5OP7W,coffee,low,1,MO,low,0
1484,A2YBZFSUD5OP7W,brother,low,1,MO,low,0
1485,A2YBZFSUD5OP7W,yoga,low,1,MO,low,0
1486,A2YBZFSUD5OP7W,firefighter,high,1,MO,low,0
1487,A1KVUI9CRV0OVL,la,low,1,MO,low,0
1488,A1KVUI9CRV0OVL,operative,high,1,MO,low,0
1489,A1KVUI9CRV0OVL,pic,low,1,MO,low,0
1490,A1KVUI9CRV0OVL,inspector,high,1,MO,low,1
1491,A1931U5JHX67RA,pic,low,1,MO,low,0
1492,A1931U5JHX67RA,firefighter,high,1,MO,low,0
1493,A1931U5JHX67RA,brother,low,1,MO,low,1
1494,A1931U5JHX67RA,coffee,low,1,MO,low,1
1495,A1931U5JHX67RA,terrorism,high,1,MO,low,1
1496,AA4D4WHT4HBYW,inspector,high,1,MO,low,1
1497,AA4D4WHT4HBYW,coffee,low,1,MO,low,1
1498,AA4D4WHT4HBYW,la,low,1,MO,low,1
1499,AA4D4WHT4HBYW,terrorism,high,1,MO,low,1
1500,AA4D4WHT4HBYW,yoga,low,1,MO,low,1
1501,AA4D4WHT4HBYW,fbi,high,1,MO,low,1
1502,AA4D4WHT4HBYW,pic,low,1,MO,low,1
1503,A3ROADR7T6811,inspector,high,1,MO,low,0
1504,A3ROADR7T6811,firefighter,high,1,MO,low,1
1505,A3ROADR7T6811,brother,low,1,MO,low,0
1506,A3ROADR7T6811,fbi,high,1,MO,low,0
1507,A3ROADR7T6811,coffee,low,1,MO,low,0
1508,A2XRE5QRJYDWDA,inspector,high,1,MO,low,0
1509,A2XRE5QRJYDWDA,firefighter,high,1,MO,low,0
1510,A2XRE5QRJYDWDA,brother,low,1,MO,low,0
1511,A2XRE5QRJYDWDA,terrorism,high,1,MO,low,0
1512,A2XRE5QRJYDWDA,yoga,low,1,MO,low,0
1513,A2XRE5QRJYDWDA,fbi,high,1,MO,low,0
1514,A2XRE5QRJYDWDA,la,low,1,MO,low,0
1515,A2AY6B0GQCB6BA,fbi,high,1,MO,low,0
1516,A2AY6B0GQCB6BA,inspector,high,1,MO,low,1
1517,A2AY6B0GQCB6BA,pic,low,1,MO,low,0
1518,A3AY0315YWWNXY,terrorism,high,1,MO,low,0
1519,A3AY0315YWWNXY,inspector,high,1,MO,low,1
1520,A3AY0315YWWNXY,pic,low,1,MO,low,0
1521,A3AY0315YWWNXY,fbi,high,1,MO,low,0
1522,A346UAH34GVOZX,firefighter,high,1,MO,low,1
1523,A346UAH34GVOZX,la,low,1,MO,low,0
1524,A346UAH34GVOZX,coffee,low,1,MO,low,0
1525,A346UAH34GVOZX,brother,low,1,MO,low,0
1526,A346UAH34GVOZX,operative,high,1,MO,low,1
1527,A346UAH34GVOZX,inspector,high,1,MO,low,1
1528,AK1GE19RT3PK6,fbi,high,1,MO,low,0
1529,AK1GE19RT3PK6,brother,low,1,MO,low,1
1530,AK1GE19RT3PK6,terrorism,high,1,MO,low,1
1531,AK1GE19RT3PK6,inspector,high,1,MO,low,1
1532,A5B73N9C2HVEG,terrorism,high,1,MO,low,0
1533,A5B73N9C2HVEG,la,low,1,MO,low,0
1534,A5B73N9C2HVEG,yoga,low,1,MO,low,0
1535,A3SXRD6C8AMKKR,terrorism,high,1,MO,low,0
1536,A3SXRD6C8AMKKR,operative,high,1,MO,low,0
1537,A3SXRD6C8AMKKR,coffee,low,1,MO,low,0
1538,A3SXRD6C8AMKKR,inspector,high,1,MO,low,0
1539,A38NKLE8WK7RKY,firefighter,high,1,MO,low,1
1540,A38NKLE8WK7RKY,coffee,low,1,MO,low,1
1541,A38NKLE8WK7RKY,operative,high,1,MO,low,1
1542,A38NKLE8WK7RKY,pic,low,1,MO,low,1
1543,A38NKLE8WK7RKY,inspector,high,1,MO,low,1
1544,A38NKLE8WK7RKY,la,low,1,MO,low,1
1545,A38NKLE8WK7RKY,fbi,high,1,MO,low,0
1546,A3LL096CAY5WHB,inspector,high,1,MO,low,0
1547,A3LL096CAY5WHB,coffee,low,1,MO,low,0
1548,A3LL096CAY5WHB,fbi,high,1,MO,low,0
1549,A3LL096CAY5WHB,brother,low,1,MO,low,0
1550,A3LL096CAY5WHB,la,low,1,MO,low,0
1551,APRZ7BR8C0ZMQ,coffee,low,1,MO,low,1
1552,APRZ7BR8C0ZMQ,la,low,1,MO,low,1
1553,APRZ7BR8C0ZMQ,pic,low,1,MO,low,1
1554,APRZ7BR8C0ZMQ,inspector,high,1,MO,low,1
1555,APRZ7BR8C0ZMQ,terrorism,high,1,MO,low,1
1556,A3BFMY5OX2WMUW,terrorism,high,1,MO,low,1
1557,A3BFMY5OX2WMUW,la,low,1,MO,low,1
1558,A3BFMY5OX2WMUW,brother,low,1,MO,low,0
1559,A3BFMY5OX2WMUW,inspector,high,1,MO,low,1
1560,A3BFMY5OX2WMUW,coffee,low,1,MO,low,1
1561,A3BFMY5OX2WMUW,pic,low,1,MO,low,0
1562,A3BFMY5OX2WMUW,operative,high,1,MO,low,1
1563,A34VLM2UC0JY11,firefighter,high,1,MO,low,0
1564,A34VLM2UC0JY11,yoga,low,1,MO,low,0
1565,A34VLM2UC0JY11,coffee,low,1,MO,low,0
1566,A34VLM2UC0JY11,fbi,high,1,MO,low,0
1567,A34VLM2UC0JY11,pic,low,1,MO,low,0
1568,A34VLM2UC0JY11,terrorism,high,1,MO,low,0
1569,A34VLM2UC0JY11,la,low,1,MO,low,0
1570,AU01P6YB9J5JX,yoga,low,1,MO,low,0
1571,AU01P6YB9J5JX,fbi,high,1,MO,low,0
1572,AU01P6YB9J5JX,inspector,high,1,MO,low,0
1573,AU01P6YB9J5JX,la,low,1,MO,low,0
1574,AU01P6YB9J5JX,firefighter,high,1,MO,low,0
1575,AU01P6YB9J5JX,brother,low,1,MO,low,0
1576,AU01P6YB9J5JX,operative,high,1,MO,low,0
1577,AU01P6YB9J5JX,pic,low,1,MO,low,0
1578,A2VD133723IZR8,operative,high,1,MO,low,0
1579,A2VD133723IZR8,firefighter,high,1,MO,low,0
1580,A2VD133723IZR8,pic,low,1,MO,low,0
1581,A2VD133723IZR8,la,low,1,MO,low,0
1582,A35K3YVCX1LVPE,inspector,high,1,MO,low,0
1583,A35K3YVCX1LVPE,yoga,low,1,MO,low,1
1584,A35K3YVCX1LVPE,fbi,high,1,MO,low,0
1585,A35K3YVCX1LVPE,pic,low,1,MO,low,0
1586,A35K3YVCX1LVPE,terrorism,high,1,MO,low,0
1587,A35K3YVCX1LVPE,firefighter,high,1,MO,low,1
1588,A35K3YVCX1LVPE,operative,high,1,MO,low,0
1589,A1H58NTMLKRT02,firefighter,high,1,MO,low,0
1590,A1H58NTMLKRT02,pic,low,1,MO,low,0
1591,A1H58NTMLKRT02,inspector,high,1,MO,low,1
1592,A1H58NTMLKRT02,la,low,1,MO,low,0
1593,A3DIY0LLAPKP64,la,low,1,MO,low,0
1594,A3DIY0LLAPKP64,brother,low,1,MO,low,0
1595,A3DIY0LLAPKP64,inspector,high,1,MO,low,0
1596,A3DIY0LLAPKP64,terrorism,high,1,MO,low,0
1597,A3JP7DIFRS0ZBY,yoga,low,1,MO,low,0
1598,A3JP7DIFRS0ZBY,fbi,high,1,MO,low,0
1599,A3JP7DIFRS0ZBY,pic,low,1,MO,low,0
1600,A3JP7DIFRS0ZBY,operative,high,1,MO,low,0
1601,A3JP7DIFRS0ZBY,coffee,low,1,MO,low,1
1602,AVLCTOHSUQHYU,inspector,high,1,MO,low,0
1603,AVLCTOHSUQHYU,pic,low,1,MO,low,0
1604,AVLCTOHSUQHYU,terrorism,high,1,MO,low,0
1605,AVLCTOHSUQHYU,la,low,1,MO,low,0
1606,AVLCTOHSUQHYU,firefighter,high,1,MO,low,0
1607,AVLCTOHSUQHYU,coffee,low,1,MO,low,0
1608,A1O7WUQDKPZGH4,la,low,1,MO,low,0
1609,A1O7WUQDKPZGH4,firefighter,high,1,MO,low,0
1610,A1O7WUQDKPZGH4,operative,high,1,MO,low,0
1611,A1O7WUQDKPZGH4,pic,low,1,MO,low,0
1612,A1O7WUQDKPZGH4,terrorism,high,1,MO,low,0
1613,A1O7WUQDKPZGH4,yoga,low,1,MO,low,0
1614,ACNHKXWKZRUZ5,operative,high,1,MO,low,0
1615,ACNHKXWKZRUZ5,inspector,high,1,MO,low,0
1616,ACNHKXWKZRUZ5,la,low,1,MO,low,0
1617,ACNHKXWKZRUZ5,yoga,low,1,MO,low,1
1618,ACNHKXWKZRUZ5,terrorism,high,1,MO,low,1
1619,ACNHKXWKZRUZ5,fbi,high,1,MO,low,1
1620,ACNHKXWKZRUZ5,pic,low,1,MO,low,1
1621,1,operative,high,1,MO,low,0
1622,1,firefighter,high,1,MO,low,0
1623,1,yoga,low,1,MO,low,0
1624,1,terrorism,high,1,MO,low,0
1625,1,fbi,high,1,MO,low,0
1626,1,la,low,1,MO,low,0
1627,1,inspector,high,1,MO,low,0
1628,2,fbi,high,1,MO,low,0
1629,2,coffee,low,1,MO,low,0
1630,2,operative,high,1,MO,low,0
1631,2,la,low,1,MO,low,0
1632,3,yoga,low,1,MO,low,1
1633,3,fbi,high,1,MO,low,1
1634,3,brother,low,1,MO,low,0
1635,3,firefighter,high,1,MO,low,1
1636,3,coffee,low,1,MO,low,1
