,subject,story,trial,tense,Seen,ResponseType,Informativity,Chosen
399,ADGH08WUP68ZF,test_yarn,low,past,1,MO,high,0
400,A2U0XDH72EN978,test_coffee,low,past,1,MO,high,1
401,A2U0XDH72EN978,test_books,low,past,1,MO,high,1
402,A2U0XDH72EN978,test_shoes,low,past,1,MO,high,1
403,A1Y82LKWQQP90M,test_hair,low,past,1,MO,high,1
404,A1Y82LKWQQP90M,test_coffee,low,past,1,MO,high,1
405,A2N2GFB33ZMYGF,test_shoes,low,past,1,MO,high,1
406,A2N2GFB33ZMYGF,test_books,low,past,1,MO,high,1
407,A2N2GFB33ZMYGF,test_coffee,low,past,1,MO,high,1
408,A2N2GFB33ZMYGF,test_hair,low,past,1,MO,high,1
409,A2N2GFB33ZMYGF,test_yarn,low,past,1,MO,high,1
410,A1BBZ5EMNSCZJR,test_yarn,low,past,1,MO,high,1
411,A1BBZ5EMNSCZJR,test_shoes,low,past,1,MO,high,1
412,A1BBZ5EMNSCZJR,test_hair,low,past,1,MO,high,0
413,a2ytqdlactliba,test_books,low,past,1,MO,high,1
414,a2ytqdlactliba,test_hair,low,past,1,MO,high,1
415,a2ytqdlactliba,test_coffee,low,past,1,MO,high,1
416,a2ytqdlactliba,test_shoes,low,past,1,MO,high,1
417,AF8OT1W25HEM7,test_shoes,low,past,1,MO,high,0
418,AF8OT1W25HEM7,test_hair,low,past,1,MO,high,0
419,AF8OT1W25HEM7,test_coffee,low,past,1,MO,high,1
420,AF8OT1W25HEM7,test_books,low,past,1,MO,high,1
421,A96JK3576FXG5,test_shoes,low,past,1,MO,high,1
422,A96JK3576FXG5,test_books,low,past,1,MO,high,1
423,A2YLK83DQ6PA5Y,test_hair,low,past,1,MO,high,0
424,ARHBT4K14I7U,test_hair,low,past,1,MO,high,1
425,AECQ7QG4CQP69,test_coffee,low,past,1,MO,high,0
426,AECQ7QG4CQP69,test_shoes,low,past,1,MO,high,0
427,AECQ7QG4CQP69,test_books,low,past,1,MO,high,0
428,AECQ7QG4CQP69,test_yarn,low,past,1,MO,high,0
429,AECQ7QG4CQP69,test_hair,low,past,1,MO,high,0
430,A19L8SNH73AX1Z,test_shoes,low,past,1,MO,high,1
431,A19L8SNH73AX1Z,test_coffee,low,past,1,MO,high,1
432,A19L8SNH73AX1Z,test_yarn,low,past,1,MO,high,0
433,A2C6HMH2FDM2CI,test_yarn,low,past,1,MO,high,1
434,A2C6HMH2FDM2CI,test_shoes,low,past,1,MO,high,1
435,A3C5G8LGIAW0XL,test_yarn,low,past,1,MO,high,1
436,A3C5G8LGIAW0XL,test_hair,low,past,1,MO,high,1
437,A3C5G8LGIAW0XL,test_coffee,low,past,1,MO,high,1
438,A0017268R9SKD8U2Y3F,test_books,low,past,1,MO,high,0
439,A0017268R9SKD8U2Y3F,test_yarn,low,past,1,MO,high,1
440,A0017268R9SKD8U2Y3F,test_coffee,low,past,1,MO,high,1
441,A0017268R9SKD8U2Y3F,test_hair,low,past,1,MO,high,1
442,A2F2DDH12YU4AK,test_coffee,low,past,1,MO,high,0
443,A2F2DDH12YU4AK,test_hair,low,past,1,MO,high,0
444,A2F2DDH12YU4AK,test_books,low,past,1,MO,high,0
445,A3CZ2S6TCQTJBK,test_yarn,low,past,1,MO,high,1
446,A3CZ2S6TCQTJBK,test_books,low,past,1,MO,high,0
447,A3CZ2S6TCQTJBK,test_shoes,low,past,1,MO,high,1
448,A3CZ2S6TCQTJBK,test_coffee,low,past,1,MO,high,1
449,A3CZ2S6TCQTJBK,test_hair,low,past,1,MO,high,1
450,A2OSK4VP3ZOV7O,test_coffee,low,past,1,MO,high,1
451,A2OSK4VP3ZOV7O,test_shoes,low,past,1,MO,high,1
452,AL7UTA8J27TFK,test_shoes,low,past,1,MO,high,0
453,AL7UTA8J27TFK,test_coffee,low,past,1,MO,high,1
454,AL7UTA8J27TFK,test_hair,low,past,1,MO,high,1
455,AZ8JL3QNIPY4U,test_shoes,low,past,1,MO,high,1
456,AZ8JL3QNIPY4U,test_books,low,past,1,MO,high,0
457,AZ8JL3QNIPY4U,test_hair,low,past,1,MO,high,1
458,AZ8JL3QNIPY4U,test_yarn,low,past,1,MO,high,1
459,AZ8JL3QNIPY4U,test_coffee,low,past,1,MO,high,1
460,A1CSHXVJJ8BPHH,test_shoes,low,past,1,MO,high,0
461,A1CSHXVJJ8BPHH,test_coffee,low,past,1,MO,high,1
462,A1CSHXVJJ8BPHH,test_hair,low,past,1,MO,high,1
463,A2Q1BS4JJ10J8H,test_hair,low,past,1,MO,high,1
464,A2Q1BS4JJ10J8H,test_yarn,low,past,1,MO,high,1
465,A3LT7W355XOAKF,test_yarn,low,past,1,MO,high,1
466,A3LT7W355XOAKF,test_coffee,low,past,1,MO,high,1
467,A3LT7W355XOAKF,test_shoes,low,past,1,MO,high,1
468,A3LT7W355XOAKF,test_books,low,past,1,MO,high,1
469,A1CGDMOPDIC7EU,test_shoes,low,past,1,MO,high,1
470,A1CGDMOPDIC7EU,test_yarn,low,past,1,MO,high,0
471,A1CGDMOPDIC7EU,test_books,low,past,1,MO,high,1
472,A1CGDMOPDIC7EU,test_coffee,low,past,1,MO,high,1
473,A3AY0315YWWNXY,test_books,low,past,1,MO,high,1
474,A3AY0315YWWNXY,test_shoes,low,past,1,MO,high,1
475,A3AY0315YWWNXY,test_hair,low,past,1,MO,high,1
476,AQKB8JSBEMXK9,test_books,low,past,1,MO,high,1
477,A8KX1HFH8NE2Q,test_yarn,low,past,1,MO,high,1
478,A8KX1HFH8NE2Q,test_books,low,past,1,MO,high,1
479,A8KX1HFH8NE2Q,test_coffee,low,past,1,MO,high,1
480,AKHH4W14A6AN9,test_shoes,low,past,1,MO,high,0
481,AKHH4W14A6AN9,test_books,low,past,1,MO,high,1
482,A3KCZB9IL6CVH,test_yarn,low,past,1,MO,high,1
483,A3KCZB9IL6CVH,test_coffee,low,past,1,MO,high,1
484,A27K37YQZDPER6,test_coffee,low,past,1,MO,high,1
485,A27K37YQZDPER6,test_yarn,low,past,1,MO,high,0
486,A3KE35E6VK782J,test_shoes,low,past,1,MO,high,0
487,A3KE35E6VK782J,test_hair,low,past,1,MO,high,1
488,A3KE35E6VK782J,test_books,low,past,1,MO,high,1
489,AA4O2W236E3FW,test_hair,low,past,1,MO,high,0
490,AA4O2W236E3FW,test_books,low,past,1,MO,high,0
491,A1ODA3Q5H6HTDQ,test_shoes,low,past,1,MO,high,1
492,A1ODA3Q5H6HTDQ,test_hair,low,past,1,MO,high,1
493,A1ODA3Q5H6HTDQ,test_books,low,past,1,MO,high,1
494,A1ODA3Q5H6HTDQ,test_coffee,low,past,1,MO,high,1
495,A9HQ3E0F2AGVO,test_books,low,past,1,MO,high,0
496,A9HQ3E0F2AGVO,test_shoes,low,past,1,MO,high,1
497,A9HQ3E0F2AGVO,test_coffee,low,past,1,MO,high,0
498,A1LC7VHVIFI8BP,test_hair,low,past,1,MO,high,0
499,ACFJI8D9OGJTL,test_hair,low,past,1,MO,high,0
500,ACFJI8D9OGJTL,test_shoes,low,past,1,MO,high,0
501,ACFJI8D9OGJTL,test_yarn,low,past,1,MO,high,0
502,A221N4JDWK8XK0,test_yarn,low,past,1,MO,high,0
503,A221N4JDWK8XK0,test_shoes,low,past,1,MO,high,0
504,A221N4JDWK8XK0,test_hair,low,past,1,MO,high,1
505,A1KTPYX40PRLVW,test_yarn,low,past,1,MO,high,1
506,A1KTPYX40PRLVW,test_books,low,past,1,MO,high,1
507,A1KTPYX40PRLVW,test_shoes,low,past,1,MO,high,1
508,AL6WVETPGOW1A,test_coffee,low,past,1,MO,high,0
509,AL6WVETPGOW1A,test_shoes,low,past,1,MO,high,0
510,A372F1FDPWXBY3,test_hair,low,past,1,MO,high,1
511,A372F1FDPWXBY3,test_yarn,low,past,1,MO,high,1
512,A372F1FDPWXBY3,test_coffee,low,past,1,MO,high,1
513,A3V8RZYN8NBK2O,test_hair,low,past,1,MO,high,0
514,A3V8RZYN8NBK2O,test_coffee,low,past,1,MO,high,1
515,A3V8RZYN8NBK2O,test_books,low,past,1,MO,high,1
516,A3V8RZYN8NBK2O,test_yarn,low,past,1,MO,high,1
517,A107RJSS561Y7R,test_books,low,past,1,MO,high,1
518,A107RJSS561Y7R,test_coffee,low,past,1,MO,high,1
519,A107RJSS561Y7R,test_hair,low,past,1,MO,high,1
520,A107RJSS561Y7R,test_shoes,low,past,1,MO,high,1
521,A107RJSS561Y7R,test_yarn,low,past,1,MO,high,1
522,A2NZ7RMSBXESNI,test_coffee,low,past,1,MO,high,1
523,A2NZ7RMSBXESNI,test_shoes,low,past,1,MO,high,1
524,A2WKZI3JQCE3Z6,test_books,low,past,1,MO,high,1
525,A2WKZI3JQCE3Z6,test_yarn,low,past,1,MO,high,1
526,A2WKZI3JQCE3Z6,test_shoes,low,past,1,MO,high,1
527,A5TI9UQEPLNWI,test_coffee,low,past,1,MO,high,0
528,A5TI9UQEPLNWI,test_yarn,low,past,1,MO,high,0
529,A5TI9UQEPLNWI,test_books,low,past,1,MO,high,0
530,A5TI9UQEPLNWI,test_shoes,low,past,1,MO,high,0
531,A5TI9UQEPLNWI,test_hair,low,past,1,MO,high,0
532,A1HXEXQTZCJ1DW,test_books,low,past,1,MO,high,0
533,A1HXEXQTZCJ1DW,test_coffee,low,past,1,MO,high,1
534,A1HXEXQTZCJ1DW,test_yarn,low,past,1,MO,high,1
535,A1E1ZAHNCSVLIT,test_books,low,past,1,MO,high,1
536,A1E1ZAHNCSVLIT,test_hair,low,past,1,MO,high,1
537,A1E1ZAHNCSVLIT,test_yarn,low,past,1,MO,high,0
538,A1E1ZAHNCSVLIT,test_coffee,low,past,1,MO,high,1
539,A1FS8SBR4SDWYG,test_books,low,past,1,MO,high,1
540,A1FS8SBR4SDWYG,test_coffee,low,past,1,MO,high,1
541,A1FS8SBR4SDWYG,test_hair,low,past,1,MO,high,1
542,A24L4Y8HCZSUIF,test_shoes,low,past,1,MO,high,0
543,A24L4Y8HCZSUIF,test_hair,low,past,1,MO,high,1
544,A24L4Y8HCZSUIF,test_yarn,low,past,1,MO,high,1
545,A24L4Y8HCZSUIF,test_books,low,past,1,MO,high,1
546,A1PAMVTKGCXSWQ,test_books,low,past,1,MO,high,1
547,A1PAMVTKGCXSWQ,test_coffee,low,past,1,MO,high,1
548,A3VD9VK9NLEVMN,test_yarn,low,past,1,MO,high,1
549,A3VD9VK9NLEVMN,test_books,low,past,1,MO,high,1
550,A3VD9VK9NLEVMN,test_hair,low,past,1,MO,high,1
551,A1IJ86B8ZRKXBI,test_books,low,past,1,MO,high,1
552,A1IJ86B8ZRKXBI,test_shoes,low,past,1,MO,high,1
553,A1IJ86B8ZRKXBI,test_hair,low,past,1,MO,high,1
554,A1IJ86B8ZRKXBI,test_coffee,low,past,1,MO,high,1
555,A3NK47PYLGRNFC,test_coffee,low,past,1,MO,high,1
556,A3NK47PYLGRNFC,test_books,low,past,1,MO,high,1
557,AVXEDARJC5HLU,test_books,low,past,1,MO,high,1
558,AVXEDARJC5HLU,test_shoes,low,past,1,MO,high,1
559,A3QPVH0DRW0ZQV,test_shoes,low,past,1,MO,high,1
560,A30K9F91VNW9BL,test_hair,low,past,1,MO,high,1
561,A30K9F91VNW9BL,test_coffee,low,past,1,MO,high,1
562,A30K9F91VNW9BL,test_shoes,low,past,1,MO,high,1
563,A30K9F91VNW9BL,test_yarn,low,past,1,MO,high,1
564,AWAW665TQQP2F,test_yarn,low,past,1,MO,high,0
565,AWAW665TQQP2F,test_shoes,low,past,1,MO,high,1
566,AWAW665TQQP2F,test_books,low,past,1,MO,high,1
567,AWAW665TQQP2F,test_coffee,low,past,1,MO,high,1
568,A250FES5PFCGK9,test_yarn,low,past,1,MO,high,1
569,A250FES5PFCGK9,test_coffee,low,past,1,MO,high,1
570,A250FES5PFCGK9,test_hair,low,past,1,MO,high,1
571,A250FES5PFCGK9,test_shoes,low,past,1,MO,high,1
572,A250FES5PFCGK9,test_books,low,past,1,MO,high,1
573,ABI1EI8UQK6LK,test_books,low,past,1,MO,high,1
574,ABI1EI8UQK6LK,test_coffee,low,past,1,MO,high,0
575,A3JT22BLG866CK,test_hair,low,past,1,MO,high,0
576,A3JT22BLG866CK,test_shoes,low,past,1,MO,high,1
577,A3JT22BLG866CK,test_yarn,low,past,1,MO,high,1
578,A3JT22BLG866CK,test_books,low,past,1,MO,high,1
579,AGC3T6724JUAF,test_yarn,low,past,1,MO,high,1
580,AGC3T6724JUAF,test_books,low,past,1,MO,high,1
581,AGC3T6724JUAF,test_shoes,low,past,1,MO,high,1
582,AGC3T6724JUAF,test_hair,low,past,1,MO,high,1
583,A2NA2OJT15COZY,test_yarn,low,past,1,MO,high,1
584,A2NA2OJT15COZY,test_coffee,low,past,1,MO,high,0
585,A2NA2OJT15COZY,test_hair,low,past,1,MO,high,1
586,AVD6HMIO1HLFI,test_books,low,past,1,MO,high,1
587,AVD6HMIO1HLFI,test_shoes,low,past,1,MO,high,0
588,A3DTPUNCHRVGP4,test_books,low,past,1,MO,high,0
589,A3DTPUNCHRVGP4,test_yarn,low,past,1,MO,high,0
590,A3DTPUNCHRVGP4,test_shoes,low,past,1,MO,high,0
591,A3DTPUNCHRVGP4,test_hair,low,past,1,MO,high,0
592,A3DTPUNCHRVGP4,test_coffee,low,past,1,MO,high,0
593,A1JQ3GAFW1XZYZ,test_books,low,present,1,MO,high,1
594,A1JQ3GAFW1XZYZ,test_coffee,low,present,1,MO,high,1
595,A1JQ3GAFW1XZYZ,test_hair,low,present,1,MO,high,0
596,A1JQ3GAFW1XZYZ,test_shoes,low,present,1,MO,high,0
597,A251YA0XPAWWIQ,test_books,low,present,1,MO,high,1
598,A251YA0XPAWWIQ,test_hair,low,present,1,MO,high,1
599,A251YA0XPAWWIQ,test_shoes,low,present,1,MO,high,0
600,A251YA0XPAWWIQ,test_coffee,low,present,1,MO,high,0
601,A3PLDW841STU8B,test_yarn,low,present,1,MO,high,0
602,A3PLDW841STU8B,test_hair,low,present,1,MO,high,1
603,A3A4UFCFF9DMW3,test_yarn,low,present,1,MO,high,0
604,A1WKF2VH7TV0H2,test_shoes,low,present,1,MO,high,1
605,A1WKF2VH7TV0H2,test_yarn,low,present,1,MO,high,1
606,A1WKF2VH7TV0H2,test_hair,low,present,1,MO,high,1
607,A1WKF2VH7TV0H2,test_books,low,present,1,MO,high,1
608,ADUACF4TW5833,test_shoes,low,present,1,MO,high,1
609,ADUACF4TW5833,test_books,low,present,1,MO,high,0
610,ADUACF4TW5833,test_hair,low,present,1,MO,high,0
611,ABZ1LM3J8REE6,test_shoes,low,present,1,MO,high,1
612,ABZ1LM3J8REE6,test_coffee,low,present,1,MO,high,0
613,ABZ1LM3J8REE6,test_books,low,present,1,MO,high,0
614,A1WL6K3EUA2WOX,test_coffee,low,present,1,MO,high,1
615,A2APHZ2KOI1MPI,test_shoes,low,present,1,MO,high,0
616,A2APHZ2KOI1MPI,test_hair,low,present,1,MO,high,0
617,A2APHZ2KOI1MPI,test_coffee,low,present,1,MO,high,0
618,A2APHZ2KOI1MPI,test_books,low,present,1,MO,high,0
619,A1C7XI68SED8JE,test_coffee,low,present,1,MO,high,1
620,A1C7XI68SED8JE,test_yarn,low,present,1,MO,high,1
621,A15340BRCER2UO,test_hair,low,present,1,MO,high,1
622,A15340BRCER2UO,test_shoes,low,present,1,MO,high,1
623,A15340BRCER2UO,test_yarn,low,present,1,MO,high,1
624,AL5UXD1GLG4X0,test_yarn,low,present,1,MO,high,1
625,AL5UXD1GLG4X0,test_coffee,low,present,1,MO,high,1
626,A17DXR1QC8GWL8,test_yarn,low,present,1,MO,high,0
627,A17DXR1QC8GWL8,test_shoes,low,present,1,MO,high,0
628,A17DXR1QC8GWL8,test_coffee,low,present,1,MO,high,0
629,A55V2U9UG3Z47,test_books,low,present,1,MO,high,1
630,A55V2U9UG3Z47,test_hair,low,present,1,MO,high,1
631,A55V2U9UG3Z47,test_yarn,low,present,1,MO,high,1
632,A35BY30TC8WCL4,test_yarn,low,present,1,MO,high,1
633,A35BY30TC8WCL4,test_shoes,low,present,1,MO,high,0
634,A35BY30TC8WCL4,test_coffee,low,present,1,MO,high,0
635,A35BY30TC8WCL4,test_books,low,present,1,MO,high,0
636,A39PWM9C4U0TEP,test_books,low,present,1,MO,high,1
637,A39PWM9C4U0TEP,test_coffee,low,present,1,MO,high,1
638,A1WLRHL0U23N38,test_yarn,low,present,1,MO,high,0
639,A1WLRHL0U23N38,test_shoes,low,present,1,MO,high,0
640,AW9WE7LS8R57M,test_coffee,low,present,1,MO,high,1
641,AW9WE7LS8R57M,test_books,low,present,1,MO,high,0
642,AW9WE7LS8R57M,test_hair,low,present,1,MO,high,0
643,AW9WE7LS8R57M,test_yarn,low,present,1,MO,high,0
644,A1PZIN8H1VI6SY,test_books,low,present,1,MO,high,1
645,A1PZIN8H1VI6SY,test_hair,low,present,1,MO,high,0
646,A173XG3NZ7JPT7,test_books,low,present,1,MO,high,1
647,A173XG3NZ7JPT7,test_coffee,low,present,1,MO,high,1
648,A173XG3NZ7JPT7,test_hair,low,present,1,MO,high,1
649,A173XG3NZ7JPT7,test_shoes,low,present,1,MO,high,1
650,A10LLZZHZVGWRW,test_shoes,low,present,1,MO,high,0
651,A10LLZZHZVGWRW,test_hair,low,present,1,MO,high,1
652,A2541C8MY0BYV3,test_coffee,low,present,1,MO,high,1
653,A2541C8MY0BYV3,test_shoes,low,present,1,MO,high,1
654,A2541C8MY0BYV3,test_books,low,present,1,MO,high,1
655,A2541C8MY0BYV3,test_hair,low,present,1,MO,high,1
656,A2GV053CR3O08G,test_books,low,present,1,MO,high,1
657,A2GV053CR3O08G,test_coffee,low,present,1,MO,high,0
658,A30UE6DWFNUCWX,test_yarn,low,present,1,MO,high,0
659,A30UE6DWFNUCWX,test_books,low,present,1,MO,high,0
660,A30UE6DWFNUCWX,test_hair,low,present,1,MO,high,0
661,A30UE6DWFNUCWX,test_coffee,low,present,1,MO,high,0
662,A2A3X2W4YS9X8A,test_books,low,present,1,MO,high,1
663,A2A3X2W4YS9X8A,test_coffee,low,present,1,MO,high,1
664,A2A3X2W4YS9X8A,test_yarn,low,present,1,MO,high,1
665,A19D2W1PR68NO,test_shoes,low,present,1,MO,high,1
666,A19D2W1PR68NO,test_hair,low,present,1,MO,high,1
667,A19D2W1PR68NO,test_yarn,low,present,1,MO,high,1
668,A19D2W1PR68NO,test_coffee,low,present,1,MO,high,1
669,A19D2W1PR68NO,test_books,low,present,1,MO,high,1
670,A26FRAYAIDR4NV,test_hair,low,present,1,MO,high,0
671,A26FRAYAIDR4NV,test_books,low,present,1,MO,high,1
672,A26FRAYAIDR4NV,test_yarn,low,present,1,MO,high,1
673,A26FRAYAIDR4NV,test_coffee,low,present,1,MO,high,0
674,A03172343NB8PHOPICC1,test_hair,low,present,1,MO,high,1
675,A03172343NB8PHOPICC1,test_shoes,low,present,1,MO,high,1
676,A03172343NB8PHOPICC1,test_yarn,low,present,1,MO,high,1
677,A03172343NB8PHOPICC1,test_coffee,low,present,1,MO,high,1
678,ADOVF9SBJJK33,test_yarn,low,present,1,MO,high,1
679,ADOVF9SBJJK33,test_hair,low,present,1,MO,high,1
680,ADOVF9SBJJK33,test_coffee,low,present,1,MO,high,1
681,ADOVF9SBJJK33,test_books,low,present,1,MO,high,1
682,A2EW08X2I87RXL,test_yarn,low,present,1,MO,high,0
683,A2EW08X2I87RXL,test_coffee,low,present,1,MO,high,1
684,ALF9AAZGQP4K5,test_books,low,present,1,MO,high,0
685,ALF9AAZGQP4K5,test_shoes,low,present,1,MO,high,1
686,ALF9AAZGQP4K5,test_yarn,low,present,1,MO,high,0
687,A28LPPFS7FW2SD,test_books,low,present,1,MO,high,1
688,A28LPPFS7FW2SD,test_coffee,low,present,1,MO,high,1
689,A28LPPFS7FW2SD,test_hair,low,present,1,MO,high,1
690,A38YLXHJTSE5VD,test_coffee,low,present,1,MO,high,0
691,A38YLXHJTSE5VD,test_shoes,low,present,1,MO,high,1
692,AZCGSVDT79E6X,test_hair,low,present,1,MO,high,0
693,AZCGSVDT79E6X,test_yarn,low,present,1,MO,high,1
694,A3UN1F1EOHKKE6,test_shoes,low,present,1,MO,high,1
695,A3UN1F1EOHKKE6,test_books,low,present,1,MO,high,1
696,AXP8EG22MPZY8,test_shoes,low,present,1,MO,high,1
697,AXP8EG22MPZY8,test_books,low,present,1,MO,high,1
698,AXP8EG22MPZY8,test_hair,low,present,1,MO,high,1
699,A1XATJA7ENOGWB,test_hair,low,present,1,MO,high,1
700,A1XATJA7ENOGWB,test_shoes,low,present,1,MO,high,1
701,A1XATJA7ENOGWB,test_coffee,low,present,1,MO,high,1
702,A2W5Q0IVJUS7Y6,test_shoes,low,present,1,MO,high,1
703,A2W5Q0IVJUS7Y6,test_coffee,low,present,1,MO,high,1
704,A2W5Q0IVJUS7Y6,test_yarn,low,present,1,MO,high,1
705,A2W5Q0IVJUS7Y6,test_books,low,present,1,MO,high,1
706,AKAPWAUEDPVGV,test_coffee,low,present,1,MO,high,0
707,AKAPWAUEDPVGV,test_hair,low,present,1,MO,high,0
708,AKAPWAUEDPVGV,test_shoes,low,present,1,MO,high,0
709,A39BSJLRE2AQD4,test_shoes,low,present,1,MO,high,0
710,A125AOX978LDG7,test_shoes,low,present,1,MO,high,1
711,A125AOX978LDG7,test_yarn,low,present,1,MO,high,1
712,A125AOX978LDG7,test_coffee,low,present,1,MO,high,1
713,A20Q6LGMUJLJDG,test_shoes,low,present,1,MO,high,1
714,A20Q6LGMUJLJDG,test_coffee,low,present,1,MO,high,1
715,A20Q6LGMUJLJDG,test_hair,low,present,1,MO,high,0
716,A20Q6LGMUJLJDG,test_yarn,low,present,1,MO,high,1
717,A20Q6LGMUJLJDG,test_books,low,present,1,MO,high,0
718,A264G2H7KNNP3C,test_books,low,present,1,MO,high,1
719,A264G2H7KNNP3C,test_shoes,low,present,1,MO,high,1
720,A264G2H7KNNP3C,test_coffee,low,present,1,MO,high,1
721,A264G2H7KNNP3C,test_yarn,low,present,1,MO,high,0
722,A2RC8VX4LS3WQW,test_hair,low,present,1,MO,high,1
723,A12569NJ7KY1KX,test_yarn,low,present,1,MO,high,0
724,A12569NJ7KY1KX,test_shoes,low,present,1,MO,high,0
725,A12569NJ7KY1KX,test_hair,low,present,1,MO,high,1
726,A30FCN88F8DZOT,test_hair,low,present,1,MO,high,1
727,A30FCN88F8DZOT,test_books,low,present,1,MO,high,1
728,A2W1QLIYADUJU3,test_hair,low,present,1,MO,high,1
729,A2W1QLIYADUJU3,test_coffee,low,present,1,MO,high,0
730,A2W1QLIYADUJU3,test_shoes,low,present,1,MO,high,0
731,A1TSQCY9QR6RM7,test_coffee,low,present,1,MO,high,0
732,A1TSQCY9QR6RM7,test_hair,low,present,1,MO,high,0
733,A1CJZOKUD5J0H1,test_hair,low,present,1,MO,high,0
734,A1CJZOKUD5J0H1,test_books,low,present,1,MO,high,0
735,A1CJZOKUD5J0H1,test_coffee,low,present,1,MO,high,1
736,A1CJZOKUD5J0H1,test_yarn,low,present,1,MO,high,0
737,A1CJZOKUD5J0H1,test_shoes,low,present,1,MO,high,1
738,A2W046PDRTCZW7,test_hair,low,present,1,MO,high,0
739,A2W046PDRTCZW7,test_books,low,present,1,MO,high,0
740,A2SZRPGIEYRCG6,test_coffee,low,present,1,MO,high,0
741,A2SZRPGIEYRCG6,test_yarn,low,present,1,MO,high,1
742,A2SZRPGIEYRCG6,test_hair,low,present,1,MO,high,1
743,A2SZRPGIEYRCG6,test_shoes,low,present,1,MO,high,1
744,A2LV5432PV1S39,test_hair,low,present,1,MO,high,1
745,A2LV5432PV1S39,test_shoes,low,present,1,MO,high,1
746,A2LV5432PV1S39,test_yarn,low,present,1,MO,high,1
747,A2LV5432PV1S39,test_coffee,low,present,1,MO,high,1
748,A2LV5432PV1S39,test_books,low,present,1,MO,high,1
749,A1BZNPQ0H7ZSER,test_shoes,low,present,1,MO,high,1
750,A1BZNPQ0H7ZSER,test_books,low,present,1,MO,high,1
751,A1BZNPQ0H7ZSER,test_coffee,low,present,1,MO,high,1
752,AC7Z8O1RETQC4,test_coffee,low,present,1,MO,high,1
753,AC7Z8O1RETQC4,test_shoes,low,present,1,MO,high,1
754,AC7Z8O1RETQC4,test_hair,low,present,1,MO,high,1
755,A15SJZQBR8I3B3,test_coffee,low,present,1,MO,high,0
756,A15SJZQBR8I3B3,test_yarn,low,present,1,MO,high,1
757,A15SJZQBR8I3B3,test_books,low,present,1,MO,high,1
758,A15SJZQBR8I3B3,test_shoes,low,present,1,MO,high,0
759,A12IHTKQFQIPD1,test_yarn,low,present,1,MO,high,0
760,A12IHTKQFQIPD1,test_books,low,present,1,MO,high,1
761,A2KPTC4K228GM3,test_books,low,present,1,MO,high,1
762,A2KPTC4K228GM3,test_hair,low,present,1,MO,high,1
763,A38JCBX2DD2ILP,test_shoes,low,present,1,MO,high,1
764,A38JCBX2DD2ILP,test_hair,low,present,1,MO,high,0
765,A1Q16A7AICS0C4,test_shoes,low,present,1,MO,high,1
766,A1Q16A7AICS0C4,test_books,low,present,1,MO,high,1
767,A1Q16A7AICS0C4,test_hair,low,present,1,MO,high,0
768,A1SHLWKA0UH1IS,test_yarn,low,present,1,MO,high,1
769,A1SHLWKA0UH1IS,test_coffee,low,present,1,MO,high,1
770,A23OS0HQ12VVOR,test_hair,low,present,1,MO,high,1
771,A23OS0HQ12VVOR,test_yarn,low,present,1,MO,high,1
772,A2JIY3NSLQJWAE,test_books,low,present,1,MO,high,1
773,A2JIY3NSLQJWAE,test_yarn,low,present,1,MO,high,1
774,A2JIY3NSLQJWAE,test_coffee,low,present,1,MO,high,0
775,A2JIY3NSLQJWAE,test_hair,low,present,1,MO,high,1
776,AZXTZQBZ1F4UV,test_hair,low,present,1,MO,high,1
777,AZXTZQBZ1F4UV,test_yarn,low,present,1,MO,high,1
778,A120PN22KW0VPY,test_books,low,present,1,MO,high,0
779,A120PN22KW0VPY,test_shoes,low,present,1,MO,high,0
780,A2JWHS06PQMJ1,test_coffee,low,present,1,MO,high,1
781,A2JWHS06PQMJ1,test_hair,low,present,1,MO,high,1
782,AD6FEEQSW8PRE,test_hair,low,present,1,MO,high,0
783,AD6FEEQSW8PRE,test_coffee,low,present,1,MO,high,0
784,AD6FEEQSW8PRE,test_shoes,low,present,1,MO,high,0
785,A2TNTYHHICCA3Z,test_yarn,low,present,1,MO,high,0
786,A2TNTYHHICCA3Z,test_books,low,present,1,MO,high,0
787,AT53IAFG8BTZO,test_coffee,low,present,1,MO,high,1
788,AT53IAFG8BTZO,test_books,low,present,1,MO,high,1
789,AT53IAFG8BTZO,test_hair,low,present,1,MO,high,0
790,A2YCHYBHJESOUD,test_hair,low,present,1,MO,high,0
791,A2YCHYBHJESOUD,test_coffee,low,present,1,MO,high,1
792,A2YCHYBHJESOUD,test_yarn,low,present,1,MO,high,0
793,ADNSFH55XO2F8,test_yarn,low,present,1,MO,high,0
794,ADNSFH55XO2F8,test_books,low,present,1,MO,high,0
795,ADNSFH55XO2F8,test_shoes,low,present,1,MO,high,0
796,A157L6Z8QU3SDE,test_yarn,low,present,1,MO,high,0
797,A157L6Z8QU3SDE,test_books,low,present,1,MO,high,0
798,A157L6Z8QU3SDE,test_hair,low,present,1,MO,high,0
799,A157L6Z8QU3SDE,test_shoes,low,present,1,MO,high,0
800,A157L6Z8QU3SDE,test_coffee,low,present,1,MO,high,0
801,A9EQ4FWCUQVBL,test_shoes,low,present,1,MO,high,0
802,A9EQ4FWCUQVBL,test_books,low,present,1,MO,high,1
803,A3908297ZI3LES,test_hair,low,present,1,MO,high,1
804,A3908297ZI3LES,test_coffee,low,present,1,MO,high,1
